"","cbsa_name","cbsa_code","tech_name","lq","div","ubi","KCI","TCI"
"63","San Francisco-Oakland-Berkeley, CA","41860"," agtech",1.56215136439017,158,8,83.2394866128279,80.25
"64","San Francisco-Oakland-Berkeley, CA","41860"," fraud detection",1.56215136439017,158,8,83.2394866128279,98
"65","San Francisco-Oakland-Berkeley, CA","41860"," messaging",1.56215136439017,158,19,83.2394866128279,64.3684210526316
"66","San Francisco-Oakland-Berkeley, CA","41860"," enterprise software",1.54008947657151,158,45,83.2394866128279,24.6666666666667
"67","San Francisco-Oakland-Berkeley, CA","41860"," higher education",1.53425580431177,158,7,83.2394866128279,80.7142857142857
"68","San Francisco-Oakland-Berkeley, CA","41860"," augmented reality",1.52367472979928,158,10,83.2394866128279,63.6
"69","San Francisco-Oakland-Berkeley, CA","41860"," data mining",1.52367472979928,158,10,83.2394866128279,76.5
"70","San Francisco-Oakland-Berkeley, CA","41860"," big data",1.50102988243496,158,36,83.2394866128279,37.8888888888889
"71","San Francisco-Oakland-Berkeley, CA","41860"," data storage",1.49423173985147,158,9,83.2394866128279,73.1111111111111
"72","San Francisco-Oakland-Berkeley, CA","41860"," document management",1.4728855721393,158,11,83.2394866128279,64
"73","San Francisco-Oakland-Berkeley, CA","41860"," smart home",1.44400546288167,158,9,83.2394866128279,75.1111111111111
"74","San Francisco-Oakland-Berkeley, CA","41860"," analytics",1.43197208402432,158,18,83.2394866128279,60.3333333333333
"75","San Francisco-Oakland-Berkeley, CA","41860"," virtual reality",1.40274816394219,158,11,83.2394866128279,45.0909090909091
"76","San Francisco-Oakland-Berkeley, CA","41860"," audio",1.40274816394219,158,6,83.2394866128279,94.6666666666667
"77","San Francisco-Oakland-Berkeley, CA","41860"," consumer applications",1.40274816394219,158,6,83.2394866128279,83.5
"78","San Francisco-Oakland-Berkeley, CA","41860"," employee benefits",1.40274816394219,158,6,83.2394866128279,127.833333333333
"79","San Francisco-Oakland-Berkeley, CA","41860"," gps",1.40274816394219,158,5,83.2394866128279,107.8
"80","San Francisco-Oakland-Berkeley, CA","41860"," mechanical engineering",1.40274816394219,158,9,83.2394866128279,60.7777777777778
"81","San Francisco-Oakland-Berkeley, CA","41860"," music streaming",1.40274816394219,158,6,83.2394866128279,74
"82","San Francisco-Oakland-Berkeley, CA","41860"," web development",1.40274816394219,158,5,83.2394866128279,83
"83","San Francisco-Oakland-Berkeley, CA","41860","clean energy",1.40274816394219,158,6,83.2394866128279,60.5
"84","San Francisco-Oakland-Berkeley, CA","41860"," data visualization",1.35192395510371,158,16,83.2394866128279,68.6875
"85","San Francisco-Oakland-Berkeley, CA","41860"," delivery service",1.338986883763,158,8,83.2394866128279,76.25
"86","San Francisco-Oakland-Berkeley, CA","41860"," personal finance",1.338986883763,158,9,83.2394866128279,76
"87","San Francisco-Oakland-Berkeley, CA","41860"," natural language processing",1.32968836373687,158,10,83.2394866128279,79.4
"88","San Francisco-Oakland-Berkeley, CA","41860"," lead generation",1.32182038525322,158,13,83.2394866128279,78.3076923076923
"89","San Francisco-Oakland-Berkeley, CA","41860"," drones",1.30255186651775,158,18,83.2394866128279,59.2222222222222
"90","San Francisco-Oakland-Berkeley, CA","41860"," geospatial",1.29200488784149,158,9,83.2394866128279,80.6666666666667
"91","San Francisco-Oakland-Berkeley, CA","41860"," health insurance",1.29200488784149,158,8,83.2394866128279,77.25
"92","San Francisco-Oakland-Berkeley, CA","41860"," lending",1.29200488784149,158,8,83.2394866128279,85.75
"93","San Francisco-Oakland-Berkeley, CA","41860"," data integration",1.28585248361368,158,17,83.2394866128279,64.8823529411765
"94","San Francisco-Oakland-Berkeley, CA","41860"," developer platform",1.2697289414994,158,25,83.2394866128279,40.72
"95","San Francisco-Oakland-Berkeley, CA","41860"," farming",1.25887655738402,158,19,83.2394866128279,31.5789473684211
"96","San Francisco-Oakland-Berkeley, CA","41860"," personal health",1.24972109151214,158,21,83.2394866128279,55.3809523809524
"97","San Francisco-Oakland-Berkeley, CA","41860"," application performance management",1.22740464344942,158,3,83.2394866128279,96
"98","San Francisco-Oakland-Berkeley, CA","41860"," battery",1.22740464344942,158,4,83.2394866128279,86
"99","San Francisco-Oakland-Berkeley, CA","41860"," cad",1.22740464344942,158,4,83.2394866128279,114.75
"100","San Francisco-Oakland-Berkeley, CA","41860"," car sharing",1.22740464344942,158,4,83.2394866128279,111
"101","San Francisco-Oakland-Berkeley, CA","41860"," chemical engineering",1.22740464344942,158,4,83.2394866128279,49.75
"102","San Francisco-Oakland-Berkeley, CA","41860"," cloud security",1.22740464344942,158,8,83.2394866128279,99.75
"103","San Francisco-Oakland-Berkeley, CA","41860"," cloud storage",1.22740464344942,158,5,83.2394866128279,108
"104","San Francisco-Oakland-Berkeley, CA","41860"," communication hardware",1.22740464344942,158,4,83.2394866128279,98.5
"105","San Francisco-Oakland-Berkeley, CA","41860"," database",1.22740464344942,158,14,83.2394866128279,72
"106","San Francisco-Oakland-Berkeley, CA","41860"," digital signage",1.22740464344942,158,6,83.2394866128279,98
"107","San Francisco-Oakland-Berkeley, CA","41860"," direct marketing",1.22740464344942,158,3,83.2394866128279,104
"108","San Francisco-Oakland-Berkeley, CA","41860"," ediscovery",1.22740464344942,158,4,83.2394866128279,108.25
"109","San Francisco-Oakland-Berkeley, CA","41860"," elder care",1.22740464344942,158,4,83.2394866128279,107
"110","San Francisco-Oakland-Berkeley, CA","41860"," emergency medicine",1.22740464344942,158,3,83.2394866128279,131.333333333333
"111","San Francisco-Oakland-Berkeley, CA","41860"," facial recognition",1.22740464344942,158,5,83.2394866128279,98.6
"112","San Francisco-Oakland-Berkeley, CA","41860"," greentech",1.22740464344942,158,9,83.2394866128279,64.2222222222222
"113","San Francisco-Oakland-Berkeley, CA","41860"," information and communications technology (ict)",1.22740464344942,158,4,83.2394866128279,59.5
"114","San Francisco-Oakland-Berkeley, CA","41860"," lead management",1.22740464344942,158,3,83.2394866128279,142.333333333333
"115","San Francisco-Oakland-Berkeley, CA","41860"," online games",1.22740464344942,158,10,83.2394866128279,76.8
"116","San Francisco-Oakland-Berkeley, CA","41860"," organic food",1.22740464344942,158,8,83.2394866128279,76.75
"117","San Francisco-Oakland-Berkeley, CA","41860"," podcast",1.22740464344942,158,3,83.2394866128279,104
"118","San Francisco-Oakland-Berkeley, CA","41860"," sms",1.22740464344942,158,4,83.2394866128279,93.75
"119","San Francisco-Oakland-Berkeley, CA","41860"," task management",1.22740464344942,158,4,83.2394866128279,120.5
"120","San Francisco-Oakland-Berkeley, CA","41860"," test and measurement",1.22740464344942,158,4,83.2394866128279,126.25
"121","San Francisco-Oakland-Berkeley, CA","41860"," video chat",1.22740464344942,158,6,83.2394866128279,88.3333333333333
"122","San Francisco-Oakland-Berkeley, CA","41860"," virtualization",1.22740464344942,158,4,83.2394866128279,89.25
"123","San Francisco-Oakland-Berkeley, CA","41860","medical device",1.22740464344942,158,4,83.2394866128279,73.75
"124","San Francisco-Oakland-Berkeley, CA","41860"," robotics",1.22740464344942,158,27,83.2394866128279,41.4444444444444
"125","San Francisco-Oakland-Berkeley, CA","41860"," mobile apps",1.18887624656984,158,42,83.2394866128279,32.9523809523809
"126","San Francisco-Oakland-Berkeley, CA","41860"," genetics",1.18694075410493,158,19,83.2394866128279,54.0526315789474
"127","San Francisco-Oakland-Berkeley, CA","41860"," paas",1.18508034539944,158,13,83.2394866128279,83.9230769230769
"128","San Francisco-Oakland-Berkeley, CA","41860"," human computer interaction",1.15520437030534,158,6,83.2394866128279,116.333333333333
"129","San Francisco-Oakland-Berkeley, CA","41860"," location based services",1.15520437030534,158,19,83.2394866128279,60.7368421052632
"130","San Francisco-Oakland-Berkeley, CA","41860"," autonomous vehicles",1.14557766721946,158,13,83.2394866128279,41
"131","San Francisco-Oakland-Berkeley, CA","41860"," sensor",1.14557766721946,158,14,83.2394866128279,66.9285714285714
"132","San Francisco-Oakland-Berkeley, CA","41860"," saas",1.14346014842608,158,59,83.2394866128279,28.4915254237288
"133","San Francisco-Oakland-Berkeley, CA","41860"," ios",1.13696430130052,158,21,83.2394866128279,53.1428571428571
"134","San Francisco-Oakland-Berkeley, CA","41860"," industrial automation",1.12219853115376,158,15,83.2394866128279,51.2
"135","San Francisco-Oakland-Berkeley, CA","41860"," video games",1.11582240313584,158,14,83.2394866128279,54
"136","San Francisco-Oakland-Berkeley, CA","41860"," fintech",1.11013668388419,158,37,83.2394866128279,37.7297297297297
"137","San Francisco-Oakland-Berkeley, CA","41860"," social media",1.10862354892206,158,26,83.2394866128279,51.1153846153846
"138","San Francisco-Oakland-Berkeley, CA","41860"," electronics",1.10328507276352,158,26,83.2394866128279,46.6538461538462
"139","San Francisco-Oakland-Berkeley, CA","41860"," predictive analytics",1.10215927166887,158,27,83.2394866128279,46.1111111111111
"140","San Francisco-Oakland-Berkeley, CA","41860"," consumer lending",1.09102634973282,158,7,83.2394866128279,92.7142857142857
"141","San Francisco-Oakland-Berkeley, CA","41860"," consumer research",1.09102634973282,158,7,83.2394866128279,126.428571428571
"142","San Francisco-Oakland-Berkeley, CA","41860"," film",1.09102634973282,158,3,83.2394866128279,149.666666666667
"143","San Francisco-Oakland-Berkeley, CA","41860"," last mile transportation",1.09102634973282,158,7,83.2394866128279,108.571428571429
"144","San Francisco-Oakland-Berkeley, CA","41860"," identity management",1.09102634973282,158,12,83.2394866128279,81.6666666666667
"145","San Francisco-Oakland-Berkeley, CA","41860"," cloud data services",1.08178036371813,158,14,83.2394866128279,57.8571428571429
"146","San Francisco-Oakland-Berkeley, CA","41860"," cannabis",1.07397906301824,158,16,83.2394866128279,63.1875
"147","San Francisco-Oakland-Berkeley, CA","41860"," internet of things",1.07196912091652,158,38,83.2394866128279,35.8684210526316
"148","San Francisco-Oakland-Berkeley, CA","41860"," content marketing",1.06730838560819,158,6,83.2394866128279,112.5
"149","San Francisco-Oakland-Berkeley, CA","41860"," edtech",1.06730838560819,158,19,83.2394866128279,60.7894736842105
"150","San Francisco-Oakland-Berkeley, CA","41860"," cloud computing",1.06473655817299,158,18,83.2394866128279,61.5
"151","San Francisco-Oakland-Berkeley, CA","41860"," finance",1.05836089015998,158,30,83.2394866128279,40.5
"152","San Francisco-Oakland-Berkeley, CA","41860"," cyber security",1.04275084753225,158,16,83.2394866128279,58.125
"153","San Francisco-Oakland-Berkeley, CA","41860"," e-learning",1.0336039102732,158,16,83.2394866128279,71.9375
"154","San Francisco-Oakland-Berkeley, CA","41860"," enterprise applications",1.0336039102732,158,13,83.2394866128279,68.3076923076923
"155","San Francisco-Oakland-Berkeley, CA","41860"," home health care",1.0336039102732,158,14,83.2394866128279,65.8571428571429
"156","San Francisco-Oakland-Berkeley, CA","41860"," life science",1.02868198689094,158,29,83.2394866128279,36.1379310344828
"157","San Francisco-Oakland-Berkeley, CA","41860"," image recognition",1.02283720287452,158,9,83.2394866128279,90.8888888888889
"158","San Francisco-Oakland-Berkeley, CA","41860"," insurance",1.0208117826708,158,29,83.2394866128279,46.3793103448276
"159","New York-Newark-Jersey City, NY-NJ-PA","35620"," dsp",4.48843967150979,154,2,80.3744163368182,156
"160","New York-Newark-Jersey City, NY-NJ-PA","35620","3d printing",3.74036639292483,154,4,80.3744163368182,38.5
"161","New York-Newark-Jersey City, NY-NJ-PA","35620"," direct marketing",3.74036639292483,154,3,80.3744163368182,104
"162","New York-Newark-Jersey City, NY-NJ-PA","35620"," podcast",3.74036639292483,154,3,80.3744163368182,104
"163","New York-Newark-Jersey City, NY-NJ-PA","35620"," railroad",3.20602833679271,154,4,80.3744163368182,95.5
"164","New York-Newark-Jersey City, NY-NJ-PA","35620"," auto insurance",2.99229311433986,154,4,80.3744163368182,98.5
"165","New York-Newark-Jersey City, NY-NJ-PA","35620"," broadcasting",2.99229311433986,154,5,80.3744163368182,116.6
"166","New York-Newark-Jersey City, NY-NJ-PA","35620"," language learning",2.99229311433986,154,3,80.3744163368182,112.666666666667
"167","New York-Newark-Jersey City, NY-NJ-PA","35620"," mmo games",2.99229311433986,154,3,80.3744163368182,135.333333333333
"168","New York-Newark-Jersey City, NY-NJ-PA","35620"," content marketing",2.92724326402812,154,6,80.3744163368182,112.5
"169","New York-Newark-Jersey City, NY-NJ-PA","35620"," seo",2.80527479469362,154,5,80.3744163368182,101
"170","New York-Newark-Jersey City, NY-NJ-PA","35620"," credit",2.64025863029988,154,4,80.3744163368182,107.25
"171","New York-Newark-Jersey City, NY-NJ-PA","35620"," app marketing",2.49357759528322,154,4,80.3744163368182,108
"172","New York-Newark-Jersey City, NY-NJ-PA","35620"," meeting software",2.49357759528322,154,4,80.3744163368182,112.25
"173","New York-Newark-Jersey City, NY-NJ-PA","35620"," property insurance",2.49357759528322,154,5,80.3744163368182,55.4
"174","New York-Newark-Jersey City, NY-NJ-PA","35620"," public relations",2.49357759528322,154,4,80.3744163368182,82
"175","New York-Newark-Jersey City, NY-NJ-PA","35620"," public transportation",2.49357759528322,154,4,80.3744163368182,112.25
"176","New York-Newark-Jersey City, NY-NJ-PA","35620"," skill assessment",2.49357759528322,154,4,80.3744163368182,93
"177","New York-Newark-Jersey City, NY-NJ-PA","35620"," lending",2.36233666921568,154,8,80.3744163368182,85.75
"178","New York-Newark-Jersey City, NY-NJ-PA","35620"," natural language processing",2.33772899557802,154,10,80.3744163368182,79.4
"179","New York-Newark-Jersey City, NY-NJ-PA","35620"," ride sharing",2.33772899557802,154,6,80.3744163368182,86.6666666666667
"180","New York-Newark-Jersey City, NY-NJ-PA","35620"," financial exchanges",2.2442198357549,154,6,80.3744163368182,89.6666666666667
"181","New York-Newark-Jersey City, NY-NJ-PA","35620"," government",2.2442198357549,154,9,80.3744163368182,85.4444444444444
"182","New York-Newark-Jersey City, NY-NJ-PA","35620"," social media advertising",2.2442198357549,154,6,80.3744163368182,110.166666666667
"183","New York-Newark-Jersey City, NY-NJ-PA","35620"," real estate investment",2.2002155252499,154,9,80.3744163368182,48.5555555555556
"184","New York-Newark-Jersey City, NY-NJ-PA","35620","biopharma",2.2002155252499,154,10,80.3744163368182,73.5
"185","New York-Newark-Jersey City, NY-NJ-PA","35620"," image recognition",2.18188039587282,154,9,80.3744163368182,90.8888888888889
"186","New York-Newark-Jersey City, NY-NJ-PA","35620"," advertising platforms",2.13735222452847,154,13,80.3744163368182,73.3076923076923
"187","New York-Newark-Jersey City, NY-NJ-PA","35620"," audio",2.13735222452847,154,6,80.3744163368182,94.6666666666667
"188","New York-Newark-Jersey City, NY-NJ-PA","35620"," business information systems",2.13735222452847,154,4,80.3744163368182,94
"189","New York-Newark-Jersey City, NY-NJ-PA","35620"," green consumer goods",2.13735222452847,154,5,80.3744163368182,81
"190","New York-Newark-Jersey City, NY-NJ-PA","35620"," web development",2.13735222452847,154,5,80.3744163368182,83
"191","New York-Newark-Jersey City, NY-NJ-PA","35620"," public safety",2.07798132940268,154,11,80.3744163368182,58.3636363636364
"192","New York-Newark-Jersey City, NY-NJ-PA","35620"," data mining",2.06365042368266,154,10,80.3744163368182,76.5
"193","New York-Newark-Jersey City, NY-NJ-PA","35620"," market research",2.02603179616761,154,18,80.3744163368182,42.3333333333333
"194","New York-Newark-Jersey City, NY-NJ-PA","35620"," social media marketing",1.96861389101307,154,10,80.3744163368182,87.2
"195","New York-Newark-Jersey City, NY-NJ-PA","35620"," marketing",1.92261823935388,154,37,80.3744163368182,27.5135135135135
"196","New York-Newark-Jersey City, NY-NJ-PA","35620"," e-commerce platforms",1.90997432830204,154,14,80.3744163368182,67.5714285714286
"197","New York-Newark-Jersey City, NY-NJ-PA","35620"," fintech",1.88209519134434,154,37,80.3744163368182,37.7297297297297
"198","New York-Newark-Jersey City, NY-NJ-PA","35620"," cad",1.87018319646241,154,4,80.3744163368182,114.75
"199","New York-Newark-Jersey City, NY-NJ-PA","35620"," car sharing",1.87018319646241,154,4,80.3744163368182,111
"200","New York-Newark-Jersey City, NY-NJ-PA","35620"," commercial insurance",1.87018319646241,154,4,80.3744163368182,84.75
"201","New York-Newark-Jersey City, NY-NJ-PA","35620"," corporate training",1.87018319646241,154,5,80.3744163368182,106.2
"202","New York-Newark-Jersey City, NY-NJ-PA","35620"," ediscovery",1.87018319646241,154,4,80.3744163368182,108.25
"203","New York-Newark-Jersey City, NY-NJ-PA","35620"," fruit",1.87018319646241,154,4,80.3744163368182,96.5
"204","New York-Newark-Jersey City, NY-NJ-PA","35620"," lead management",1.87018319646241,154,3,80.3744163368182,142.333333333333
"205","New York-Newark-Jersey City, NY-NJ-PA","35620"," operating systems",1.87018319646241,154,3,80.3744163368182,109
"206","New York-Newark-Jersey City, NY-NJ-PA","35620"," product search",1.87018319646241,154,3,80.3744163368182,114.666666666667
"207","New York-Newark-Jersey City, NY-NJ-PA","35620"," semantic search",1.87018319646241,154,3,80.3744163368182,138.666666666667
"208","New York-Newark-Jersey City, NY-NJ-PA","35620"," test and measurement",1.87018319646241,154,4,80.3744163368182,126.25
"209","New York-Newark-Jersey City, NY-NJ-PA","35620","ad network",1.87018319646241,154,4,80.3744163368182,77.5
"210","New York-Newark-Jersey City, NY-NJ-PA","35620","big data",1.87018319646241,154,4,80.3744163368182,52.25
"211","New York-Newark-Jersey City, NY-NJ-PA","35620","bitcoin",1.87018319646241,154,4,80.3744163368182,55
"212","New York-Newark-Jersey City, NY-NJ-PA","35620","logistics",1.87018319646241,154,4,80.3744163368182,94.75
"213","New York-Newark-Jersey City, NY-NJ-PA","35620","medical",1.87018319646241,154,4,80.3744163368182,84.5
"214","New York-Newark-Jersey City, NY-NJ-PA","35620"," insurtech",1.82456897215845,154,16,80.3744163368182,55.1875
"215","New York-Newark-Jersey City, NY-NJ-PA","35620"," music",1.82222978116851,154,22,80.3744163368182,43.5909090909091
"216","New York-Newark-Jersey City, NY-NJ-PA","35620"," supply chain management",1.78112685377373,154,11,80.3744163368182,75.2727272727273
"217","New York-Newark-Jersey City, NY-NJ-PA","35620"," enterprise applications",1.77175250191176,154,13,80.3744163368182,68.3076923076923
"218","New York-Newark-Jersey City, NY-NJ-PA","35620"," personal health",1.7681732039281,154,21,80.3744163368182,55.3809523809524
"219","New York-Newark-Jersey City, NY-NJ-PA","35620"," food delivery",1.76017242019992,154,13,80.3744163368182,68.8461538461538
"220","New York-Newark-Jersey City, NY-NJ-PA","35620"," human computer interaction",1.76017242019992,154,6,80.3744163368182,116.333333333333
"221","New York-Newark-Jersey City, NY-NJ-PA","35620"," finance",1.74699747693495,154,30,80.3744163368182,40.5
"222","New York-Newark-Jersey City, NY-NJ-PA","35620"," cryptocurrency",1.68919772583702,154,14,80.3744163368182,62.0714285714286
"223","New York-Newark-Jersey City, NY-NJ-PA","35620"," social media",1.68919772583702,154,26,80.3744163368182,51.1153846153846
"224","New York-Newark-Jersey City, NY-NJ-PA","35620"," consumer research",1.66238506352214,154,7,80.3744163368182,126.428571428571
"225","New York-Newark-Jersey City, NY-NJ-PA","35620"," film",1.66238506352214,154,3,80.3744163368182,149.666666666667
"226","New York-Newark-Jersey City, NY-NJ-PA","35620"," last mile transportation",1.66238506352214,154,7,80.3744163368182,108.571428571429
"227","New York-Newark-Jersey City, NY-NJ-PA","35620"," product research",1.66238506352214,154,6,80.3744163368182,90.8333333333333
"228","New York-Newark-Jersey City, NY-NJ-PA","35620"," digital marketing",1.65016164393742,154,18,80.3744163368182,60.1666666666667
"229","New York-Newark-Jersey City, NY-NJ-PA","35620"," mobile advertising",1.6262462577934,154,11,80.3744163368182,91.3636363636364
"230","New York-Newark-Jersey City, NY-NJ-PA","35620"," banking",1.60301416839635,154,7,80.3744163368182,96
"231","New York-Newark-Jersey City, NY-NJ-PA","35620"," e-learning",1.57489111281045,154,16,80.3744163368182,71.9375
"232","New York-Newark-Jersey City, NY-NJ-PA","35620"," pharmaceutical",1.57489111281045,154,34,80.3744163368182,33.5
"233","New York-Newark-Jersey City, NY-NJ-PA","35620"," restaurants",1.57489111281045,154,22,80.3744163368182,38.8636363636364
"234","New York-Newark-Jersey City, NY-NJ-PA","35620"," video streaming",1.57489111281045,154,10,80.3744163368182,71.6
"235","New York-Newark-Jersey City, NY-NJ-PA","35620"," food processing",1.55088362633468,154,27,80.3744163368182,47.962962962963
"236","New York-Newark-Jersey City, NY-NJ-PA","35620"," cloud infrastructure",1.53450928940506,154,9,80.3744163368182,95.1111111111111
"237","New York-Newark-Jersey City, NY-NJ-PA","35620"," impact investing",1.49614655716993,154,7,80.3744163368182,79.8571428571429
"238","New York-Newark-Jersey City, NY-NJ-PA","35620"," ios",1.49614655716993,154,21,80.3744163368182,53.1428571428571
"239","New York-Newark-Jersey City, NY-NJ-PA","35620"," nutrition",1.49614655716993,154,18,80.3744163368182,51.0555555555556
